CNT,i1,i2,i3,i4,i5,i6
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,4,3,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,4,3,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,4,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,3,3,4,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,4,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,4,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,4,3,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,3,4,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,4,3
KOR,3,4,3,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,4,3,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,4,3,3,3,3
KOR,3,4,3,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,4,3,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,4,3,3,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,3,3,3,4
KOR,3,3,3,4,3,3
KOR,3,3,3,4,3,3
KOR,3,3,3,3,3,4
KOR,3,3,4,3,3,3
KOR,4,4,1,4,1,4
KOR,4,4,4,4,1,1
KOR,1,4,1,4,4,4
KOR,4,4,2,3,1,4
KOR,4,4,4,1,3,2
KOR,4,3,1,4,2,4
KOR,4,2,4,3,1,4
KOR,4,4,4,3,1,2
KOR,4,4,4,2,1,3
KOR,4,3,2,4,1,4
KOR,3,1,2,4,4,4
KOR,3,2,4,4,1,4
KOR,2,3,4,4,1,4
KOR,2,3,4,4,1,4
KOR,1,3,4,4,2,4
KOR,4,3,3,3,1,4
KOR,4,3,3,1,3,4
KOR,4,4,2,2,2,4
KOR,4,4,2,2,2,4
KOR,4,3,4,1,3,3
KOR,4,4,2,4,2,2
KOR,4,2,2,4,2,4
KOR,4,3,3,4,1,3
KOR,4,2,2,4,2,4
KOR,4,2,2,4,2,4
KOR,3,3,1,4,3,4
KOR,3,1,3,4,3,4
KOR,3,3,3,4,1,4
KOR,4,3,2,4,2,3
KOR,4,3,2,4,2,3
KOR,4,3,2,4,2,3
KOR,4,2,3,2,3,4
KOR,4,2,3,4,2,3
KOR,4,2,3,4,2,3
KOR,4,4,2,3,2,3
KOR,4,2,4,3,2,3
KOR,4,2,4,3,2,3
KOR,4,3,3,2,2,4
KOR,4,3,2,3,2,4
KOR,4,3,4,2,3,2
KOR,4,4,3,2,2,3
KOR,4,2,3,4,3,2
KOR,4,3,2,3,2,4
KOR,4,2,4,2,3,3
KOR,4,3,2,3,2,4
KOR,4,3,2,4,2,3
KOR,4,4,3,3,2,2
KOR,4,3,3,2,2,4
KOR,4,3,2,4,2,3
KOR,4,2,2,4,3,3
KOR,4,2,3,4,2,3
KOR,4,2,2,4,3,3
KOR,4,2,3,4,3,2
KOR,4,3,2,3,2,4
KOR,4,3,3,2,2,4
KOR,4,3,2,3,2,4
KOR,4,2,3,4,3,2
KOR,4,2,3,4,2,3
KOR,4,3,2,3,2,4
KOR,4,3,2,4,2,3
KOR,4,2,3,4,2,3
KOR,4,2,3,4,2,3
KOR,4,3,2,3,2,4
KOR,4,2,2,4,3,3
KOR,4,4,2,3,2,3
KOR,4,2,3,4,2,3
KOR,4,3,2,4,2,3
KOR,4,3,2,4,2,3
KOR,4,2,3,4,2,3
KOR,4,2,3,4,3,2
KOR,4,3,2,4,2,3
KOR,4,3,3,4,2,2
KOR,4,2,3,4,3,2
KOR,4,3,2,4,2,3
KOR,4,2,4,3,2,3
KOR,3,2,3,4,2,4
KOR,3,3,4,4,2,2
KOR,3,3,2,4,2,4
KOR,3,2,4,4,2,3
KOR,3,2,4,3,2,4
KOR,3,4,4,3,2,2
KOR,3,3,4,2,4,2
KOR,3,3,4,2,2,4
KOR,3,2,2,4,3,4
KOR,3,3,2,4,2,4
KOR,3,3,2,4,2,4
KOR,3,4,4,2,3,2
KOR,3,3,4,2,2,4
KOR,3,2,4,4,2,3
KOR,3,4,2,3,2,4
KOR,3,3,2,4,2,4
KOR,3,4,2,4,2,3
KOR,3,4,2,2,3,4
KOR,3,2,2,4,3,4
KOR,3,3,2,4,2,4
KOR,3,3,2,4,2,4
KOR,3,3,2,4,2,4
KOR,3,2,2,4,3,4
KOR,3,4,2,4,2,3
KOR,3,4,4,3,2,2
KOR,3,3,2,4,2,4
KOR,3,2,4,4,2,3
KOR,3,2,3,4,2,4
KOR,3,3,2,4,2,4
KOR,3,3,2,4,2,4
KOR,3,2,2,4,3,4
KOR,3,3,2,4,2,4
KOR,3,2,4,3,2,4
KOR,3,3,4,2,2,4
KOR,3,2,2,4,4,3
KOR,2,3,4,4,2,3
KOR,2,3,4,4,2,3
KOR,2,3,4,4,2,3
KOR,2,3,3,2,4,4
KOR,2,4,3,2,4,3
KOR,2,3,4,4,2,3
KOR,2,3,4,3,2,4
KOR,2,2,3,4,3,4
KOR,2,4,3,3,2,4
KOR,2,3,3,4,2,4
KOR,2,2,4,4,3,3
KOR,2,3,4,4,2,3
KOR,4,3,2,3,3,3
KOR,4,2,3,3,3,3
KOR,4,3,3,2,3,3
KOR,4,3,2,3,3,3
KOR,4,2,3,3,3,3
KOR,4,3,2,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,2,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,2,3,3,3
KOR,4,3,3,3,2,3
KOR,4,2,3,3,3,3
KOR,4,3,2,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,3,2
KOR,4,3,3,3,2,3
KOR,4,3,3,2,3,3
KOR,4,3,2,3,3,3
KOR,4,3,2,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,2,3,3,3
KOR,4,3,2,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,2,3,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,2,3,3,3
KOR,4,3,2,3,3,3
KOR,4,3,3,2,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,2,3,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,2,3,3
KOR,4,3,3,3,2,3
KOR,4,3,2,3,3,3
KOR,4,2,3,3,3,3
KOR,4,3,2,3,3,3
KOR,4,3,2,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,2,3,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,2,3,3
KOR,4,3,3,2,3,3
KOR,4,3,3,3,2,3
KOR,4,3,3,3,2,3
KOR,4,3,2,3,3,3
KOR,3,3,3,2,3,4
KOR,3,3,3,4,2,3
KOR,3,2,3,4,3,3
KOR,3,4,3,3,2,3
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,2,3,3,4
KOR,3,2,3,3,3,4
KOR,3,3,3,3,2,4
KOR,3,3,3,2,3,4
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,2,4,3,3
KOR,3,3,4,3,2,3
KOR,3,3,2,4,3,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,4,3,2,3
KOR,3,3,3,4,2,3
KOR,3,3,2,3,3,4
KOR,3,2,3,3,3,4
KOR,3,3,3,2,3,4
KOR,3,3,3,4,2,3
KOR,3,3,2,3,3,4
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,3,3,2,4
KOR,3,2,3,4,3,3
KOR,3,3,2,4,3,3
KOR,3,2,3,3,3,4
KOR,3,3,3,4,2,3
KOR,3,3,3,3,2,4
KOR,3,2,3,4,3,3
KOR,3,3,2,4,3,3
KOR,3,2,3,4,3,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,4,3,2,3
KOR,3,3,3,4,3,2
KOR,3,3,2,3,3,4
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,2,3,4,3,3
KOR,3,3,3,2,4,3
KOR,3,3,4,3,2,3
KOR,3,3,3,4,2,3
KOR,3,3,3,3,2,4
KOR,3,2,3,3,3,4
KOR,3,2,3,4,3,3
KOR,3,3,3,4,2,3
KOR,3,3,2,4,3,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,2,3,4,3,3
KOR,3,3,4,2,3,3
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,2,3,4,3
KOR,3,3,4,3,3,2
KOR,3,3,3,4,2,3
KOR,3,3,2,4,3,3
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,2,4,3,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,2,4,3,3
KOR,3,3,4,3,2,3
KOR,3,3,2,4,3,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,2,3,3,3,4
KOR,3,2,3,3,3,4
KOR,3,3,3,4,3,2
KOR,3,2,3,4,3,3
KOR,3,3,4,3,2,3
KOR,3,2,3,4,3,3
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,2,3,4,3,3
KOR,3,4,3,3,2,3
KOR,3,2,3,3,3,4
KOR,3,2,3,3,4,3
KOR,3,3,2,3,3,4
KOR,3,3,2,3,3,4
KOR,3,3,2,4,3,3
KOR,3,3,4,3,2,3
KOR,3,3,4,3,2,3
KOR,3,3,3,4,2,3
KOR,3,3,4,3,2,3
KOR,3,3,3,4,2,3
KOR,3,4,3,3,2,3
KOR,3,2,3,4,3,3
KOR,3,3,2,3,3,4
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,4,3,2,3
KOR,3,2,3,4,3,3
KOR,3,2,3,3,3,4
KOR,3,3,4,3,2,3
KOR,3,3,3,3,2,4
KOR,3,3,3,3,2,4
KOR,3,3,3,2,3,4
KOR,3,3,3,3,2,4
KOR,3,4,3,3,2,3
KOR,3,3,3,4,2,3
KOR,3,2,3,3,3,4
KOR,3,3,3,3,2,4
KOR,3,3,3,3,2,4
KOR,3,3,4,3,2,3
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,3,2,3,4
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,4,3,2,3
KOR,3,3,3,3,2,4
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,2,4,3,3
KOR,3,3,2,4,3,3
KOR,3,2,3,3,3,4
KOR,3,3,3,3,2,4
KOR,3,2,3,4,3,3
KOR,3,3,3,4,2,3
KOR,3,2,3,3,3,4
KOR,3,3,3,4,2,3
KOR,3,3,3,3,2,4
KOR,3,3,2,3,3,4
KOR,3,4,3,3,2,3
KOR,3,3,4,2,3,3
KOR,3,3,4,3,2,3
KOR,3,3,3,4,2,3
KOR,3,3,2,3,3,4
KOR,3,3,4,3,2,3
KOR,3,2,3,3,3,4
KOR,3,2,3,3,3,4
KOR,3,3,3,2,3,4
KOR,3,3,3,4,2,3
KOR,3,3,3,4,2,3
KOR,3,3,2,3,3,4
KOR,3,3,3,3,2,4
KOR,3,2,3,3,3,4
KOR,3,2,3,3,4,3
KOR,3,2,3,4,3,3
KOR,3,2,3,4,3,3
KOR,3,2,3,3,3,4
KOR,3,3,3,4,2,3
KOR,3,3,3,2,4,3
KOR,3,2,4,3,3,3
KOR,3,3,3,3,2,4
KOR,2,3,3,3,3,4
KOR,2,3,3,4,3,3
KOR,2,3,3,4,3,3
KOR,2,3,3,4,3,3
KOR,2,3,3,3,3,4
KOR,2,3,3,4,3,3
KOR,2,3,4,3,3,3
KOR,2,3,3,3,3,4
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
KOR,3,3,3,3,3,3
